ID,Name,Role,Full Name,DOB,Batting Style (s),Bowling Style (s),Batting Style (l),Bowling Style (l),Playing Role
94720,MS Bhandage,P,Manoj Bhandage,5-10-1998,lhb,rmf,left-hand bat,right-arm medium-fast,allrounder
54369,MG Bracewell,P,Michael Bracewell,14-2-1991,lhb,ob,left-hand bat,right-arm offbreak,batting allrounder
113562,Rajan Kumar,P,Rajan Kumar,8-7-1996,lhb,lmf,left-hand bat,left-arm medium-fast,bowler
114290,H Sharma,P,Himanshu Sharma,6-6-1998,rhb,lb,right-hand bat,legbreak,bowler
94179,R Sonu Yadav,P,Sonu Yadav,11-11-1999,rhb,rmf,right-hand bat,right-arm medium-fast,allrounder
77873,V Vyshak,P,Vijaykumar Vyshak,31-1-1997,rhb,rm,right-hand bat,right-arm medium,bowler
83741,WG Jacks,P,Will Jacks,21-11-1998,rhb,ob,right-hand bat,right-arm offbreak,batting allrounder
62587,RJW Topley,P,Reece Topley,21-2-1994,rhb,lfm,right-hand bat,left-arm fast-medium,bowler
84027,HC Brook,P,Harry Brook,22-2-1999,rhb,rm,right-hand bat,right-arm medium,batter
87569,MJ Dagar,P,Mayank Dagar,11-11-1996,rhb,sla,right-hand bat,slow left-arm orthodox,bowler
66259,AJ Hosein,P,Akeal Hosein,25-4-1993,lhb,sla,left-hand bat,slow left-arm orthodox,bowler
61634,H Klaasen,P,Heinrich Klaasen,30-7-1991,rhb,ob,right-hand bat,right-arm offbreak,wicketkeeper batter
104825,K Nitish Kumar Reddy,P,Nitish Kumar Reddy,26-5-2003,rhb,rmf,right-hand bat,right-arm medium-fast,batting allrounder
49427,AU Rashid,P,Adil Rashid,17-2-1988,rhb,lb,right-hand bat,legbreak,bowler
101804,Sanvir Singh,P,Sanvir Singh,12-10-1996,rhb,rm,right-hand bat,right-arm medium,allrounder
108645,Vivrant Sharma,P,Vivrant Sharma,30-10-1999,lhb,lbg,left-hand bat,legbreak googly,allrounder
81201,SB Vyas,P,Samarth Vyas,28-11-1995,rhb,lbg,right-hand bat,legbreak googly,allrounder
75985,UD Yadav,P,Upendra Yadav,8-10-1996,rhb,ob,right-hand bat,right-arm offbreak,wicketkeeper batter
116328,Aravelly Avanish,P,Aravelly Avanish,2-6-2005,lhb,,left-hand bat,,wicketkeeper batter
63314,RJ Gleeson,P,Richard Gleeson,2-12-1987,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
89105,R Ravindra,P,Rachin Ravindra,18-11-1999,lhb,sla,left-hand bat,slow left-arm orthodox,batting allrounder
104818,Sameer Rizvi,P,Sameer Rizvi,6-12-2003,rhb,ob,right-hand bat,right-arm offbreak,batter
71341,RK Bhui,P,Ricky Bhui,29-9-1996,rhb,lbg,right-hand bat,legbreak googly,top-order batter
116087,SS Chikara,P,Swastik Chikara,3-4-2005,rhb,ob,right-hand bat,right-arm offbreak,batter
104260,J Fraser-McGurk,P,Jake Fraser-McGurk,11-4-2002,rhb,lbg,right-hand bat,legbreak googly,batter
68405,SD Hope,P,Shai Hope,10-11-1993,rhb,,right-hand bat,,wicketkeeper batter
106914,K Kushagra,P,Kumar Kushagra,23-10-2004,rhb,,right-hand bat,,wicketkeeper batter
103611,Sumit Kumar,P,Sumit Kumar,12-12-1995,rhb,rmf,right-hand bat,right-arm medium-fast,allrounder
58488,LB Williams,P,Lizaad Williams,1-10-1993,lhb,rmf,left-hand bat,right-arm medium-fast,bowler
80247,Azmatullah Omarzai,P,Azmatullah Omarzai,24-3-2000,rhb,rmf,right-hand bat,right-arm medium-fast,allrounder
101328,SH Johnson,P,Spencer Johnson,16-12-1995,lhb,lf,left-hand bat,left-arm fast,bowler
84659,BR Sharath,P,BR Sharath,28-9-1996,rhb,,right-hand bat,,wicketkeeper batter
104755,MJ Suthar,P,Manav Suthar,3-8-2002,lhb,sla,left-hand bat,slow left-arm orthodox,bowling allrounder
114291,R Minz,P,Robin Minz,13-9-2002,lhb,sla,left-hand bat,slow left-arm orthodox,wicketkeeper
112855,AM Ghazanfar,P,AM Ghazanfar,20-3-2006,rhb,"ob,lb",right-hand bat,"right-arm offbreak,legbreak",bowler
110974,A Raghuvanshi,P,Angkrish Raghuvanshi,5-6-2004,rhb,sla,right-hand bat,slow left-arm orthodox,top-order batter
113744,Sakib Hussain,P,Sakib Hussain,14-12-2004,rhb,rm,right-hand bat,right-arm medium,bowler
53330,MA Starc,P,Mitchell Starc,30-1-1990,lhb,lf,left-hand bat,left-arm fast,bowler
93785,AAP Atkinson,P,Gus Atkinson,19-1-1998,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
90165,Mujeeb Ur Rahman,P,Mujeeb Ur Rahman,28-3-2001,rhb,ob,right-hand bat,right-arm offbreak,bowler
64947,MJ Henry,P,Matt Henry,14-12-1991,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
114592,S Joseph,P,Shamar Joseph,31-8-1999,lhb,rf,left-hand bat,right-arm fast,bowler
116042,AA Kulkarni,P,Arshin Kulkarni,15-2-2005,rhb,rm,right-hand bat,right-arm medium,allrounder
102751,M Siddharth,P,Manimaran Siddharth,3-7-1998,rhb,sla,right-hand bat,slow left-arm orthodox,bowler
64758,AJ Turner,P,Ashton Turner,25-1-1993,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
69729,G Coetzee,P,Gerald Coetzee,2-10-2000,rhb,rf,right-hand bat,right-arm fast,bowler
95328,HM Desai,P,Harvik Desai,4-10-1999,rhb,,right-hand bat,,wicketkeeper batter
104757,A Kamboj,P,Anshul Kamboj,6-12-2000,rhb,rm,right-hand bat,right-arm medium,bowler
111116,KT Maphaka,P,Kwena Maphaka,8-4-2006,lhb,lf,left-hand bat,left-arm fast,bowler
110603,Naman Dhir,P,Naman Dhir,31-12-1999,rhb,ob,right-hand bat,right-arm offbreak,top-order batter
104250,SS Sharma,P,Shivalik Sharma,28-11-1998,lhb,lbg,left-hand bat,legbreak googly,batter
88945,N Thushara,P,Nuwan Thushara,6-8-1994,rhb,rmf,right-hand bat,right-arm medium-fast,bowler
68020,L Wood,P,Luke Wood,2-8-1995,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
79067,D Madushanka,P,Dilshan Madushanka,18-9-2000,rhb,lfm,right-hand bat,left-arm fast-medium,bowler
116573,Prince Choudhary,P,Prince Choudhary,29-9-1999,rhb,lb,right-hand bat,legbreak,
101791,AR Sharma,P,Ashutosh Sharma,15-9-1998,rhb,,right-hand bat,,batting allrounder
115076,Shivam Singh,P,Shivam Singh,25-11-1995,rhb,ob,right-hand bat,right-arm offbreak,allrounder
114569,VP Singh,P,Vishwanath Pratap Singh,18-6-1998,rhb,ob,right-hand bat,right-arm offbreak,
96437,T Thyagarajan,P,Tanay Thyagarajan,15-11-1995,lhb,sla,left-hand bat,slow left-arm orthodox,bowler
49496,CR Woakes,P,Chris Woakes,2-3-1989,rhb,rfm,right-hand bat,right-arm fast-medium,allrounder
106434,Abid Mushtaq,P,Abid Mushtaq,17-1-1997,lhb,sla,left-hand bat,slow left-arm orthodox,allrounder
89925,N Burger,P,Nandre Burger,11-8-1995,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
108673,SB Dubey,P,Shubham Dubey,27-8-1994,lhb,ob,left-hand bat,right-arm offbreak,middle-order batter
63101,T Kohler-Cadmore,P,Tom Kohler-Cadmore,19-8-1994,rhb,ob,right-hand bat,right-arm offbreak,wicketkeeper batter
101425,TK Kotian,P,Tanush Kotian,16-10-1998,rhb,ob,right-hand bat,right-arm offbreak,bowling allrounder
50309,KA Maharaj,P,Keshav Maharaj,7-2-1990,rhb,sla,right-hand bat,slow left-arm orthodox,bowler
110679,SD Chauhan,P,Saurav Chauhan,27-5-2000,lhb,ob,left-hand bat,right-arm offbreak,top-order batter
67312,TK Curran,P,Tom Curran,12-3-1995,rhb,rfm,right-hand bat,right-arm fast-medium,allrounder
66190,TM Head,P,Travis Head,29-12-1993,lhb,ob,left-hand bat,right-arm offbreak,top-order batter
84797,J Subramanyan,P,Jhathavedh Subramanyan,16-9-1999,rhb,lb,right-hand bat,legbreak,bowler
102870,V Viyaskanth,P,Vijayakanth Viyaskanth,5-12-2001,rhb,lb,right-hand bat,legbreak,bowler
78239,PW Hasaranga,P,Wanindu Hasaranga,29-7-1997,rhb,lb,right-hand bat,legbreak,allrounder
62457,CR Brathwaite,P,Carlos Brathwaite,18-7-1988,rhb,rfm,right-hand bat,right-arm fast-medium,allrounder
66353,AA Herwadkar,P,Akhil Herwadkar,31-10-1994,lhb,ob,left-hand bat,right-arm offbreak,opening batter
19422,Imran Tahir,P,Imran Tahir,27-3-1979,rhb,lbg,right-hand bat,legbreak googly,bowler
75251,Pratyush Singh,P,Pratyush Singh,4-9-1994,rhb,lbg,right-hand bat,legbreak googly,bowler
64796,JS Paris,P,Joel Paris,11-12-1992,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
70418,Amit Mishra,P,Amit Mishra,11-11-1991,rhb,rm,right-hand bat,right-arm medium,bowler
84649,S Kaushik,P,Shivil Kaushik,7-9-1995,rhb,lws,right-hand bat,left-arm wrist-spin,bowler
64767,AD Nath,P,Akshdeep Nath,10-5-1993,rhb,rmf,right-hand bat,right-arm medium-fast,middle-order batter
70115,UA Sharma,P,Umang Sharma,20-10-1989,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
9952,HM Amla,P,Hashim Amla,31-3-1983,rhb,"rm,ob",right-hand bat,"right-arm medium,right-arm offbreak",top-order batter
89169,Armaan Jaffer,P,Armaan Jaffer,25-10-1998,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
48148,F Behardien,P,Farhaan Behardien,9-10-1983,rhb,rfm,right-hand bat,right-arm fast-medium,batting allrounder
67458,NS Naik,P,Nikhil Naik,9-11-1994,rhb,,right-hand bat,,wicketkeeper batter
46717,P Sahu,P,Pardeep Sahu,21-8-1985,rhb,lbg,right-hand bat,legbreak googly,allrounder
56392,Manan Sharma,P,Manan Sharma,19-3-1991,lhb,sla,left-hand bat,slow left-arm orthodox,allrounder
49106,C Munro,P,Colin Munro,11-3-1987,lhb,rmf,left-hand bat,right-arm medium-fast,opening batter
51057,CJ Anderson,P,Corey Anderson,13-12-1990,lhb,lmf,left-hand bat,left-arm medium-fast,batting allrounder
48927,MJ Guptill,P,Martin Guptill,30-9-1986,rhb,ob,right-hand bat,right-arm offbreak,opening batter
84749,K Kamath,P,Kishore Kamath,31-1-1995,rhb,lb,right-hand bat,legbreak,allrounder
60557,SD Lad,P,Siddhesh Lad,23-5-1992,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
53716,MJ McClenaghan,P,Mitchell McClenaghan,11-6-1986,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
79893,DS Punia,P,Deepak Punia,27-9-1993,rhb,rm,right-hand bat,right-arm medium,bowler
81195,NB Singh,P,Nathu Singh,8-9-1995,rhb,rm,right-hand bat,right-arm medium,bowler
50420,AA Wakhare,P,Akshay Wakhare,3-10-1985,rhb,ob,right-hand bat,right-arm offbreak,bowler
45256,LMP Simmons,P,Lendl Simmons,25-1-1985,rhb,rmf,right-hand bat,right-arm medium-fast,top-order batter
70415,AK Bains,P,Ankush Bains,16-12-1995,rhb,,right-hand bat,,wicketkeeper batter
61993,SM Boland,P,Scott Boland,11-4-1989,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
55321,PSP Handscomb,P,Peter Handscomb,26-4-1991,rhb,,right-hand bat,,batter
67063,Jaskaran Singh,P,Jaskaran Singh,21-12-1991,lhb,lm,left-hand bat,left-arm medium,bowler
48671,UT Khawaja,P,Usman Khawaja,18-12-1986,lhb,rm,left-hand bat,right-arm medium,top-order batter
66129,AK Karnewar,P,Akshay Karnewar,12-10-1992,lhb,"ob,sla",left-hand bat,"right-arm offbreak,slow left-arm orthodox",bowler
58408,T Shamsi,P,Tabraiz Shamsi,18-2-1990,rhb,lws,right-hand bat,left-arm wrist-spin,bowler
63434,V Tokas,P,Vikas Tokas,16-10-1986,rhb,rm,right-hand bat,right-arm medium,bowler
66726,BB Sran,P,Barinder Sran,10-12-1992,lhb,lm,left-hand bat,left-arm medium,bowler
54385,AR Bawne,P,Ankit Bawne,17-12-1992,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
96401,SS Agarwal,P,Shubham Agarwal,21-11-1993,rhb,lbg,right-hand bat,legbreak googly,
96768,Ankit Soni,P,Ankit Soni,2-8-1993,rhb,lb,right-hand bat,legbreak,allrounder
66416,Chirag Suri,P,Chirag Suri,18-2-1995,rhb,"ob,lbg",right-hand bat,"right-arm offbreak,legbreak googly",opening batter
70708,SS Shaurya,P,Shelley Shaurya,17-9-1993,rhb,rm,right-hand bat,right-arm medium,
47231,C de Grandhomme,P,Colin de Grandhomme,22-7-1986,rhb,rmf,right-hand bat,right-arm medium-fast,allrounder
76443,SS Ghosh,P,Sayan Ghosh,16-9-1992,rhb,rm,right-hand bat,right-arm medium,bowler
57410,DAS Gunaratne,P,Asela Gunaratne,8-1-1986,rhb,rmf,right-hand bat,right-arm medium-fast,batter
70730,Saurabh Kumar,P,Saurabh Kumar,1-5-1993,lhb,sla,left-hand bat,slow left-arm orthodox,allrounder
89899,M Tandon,P,Milind Tandon,29-10-1993,rhb,,right-hand bat,,
66371,B Stanlake,P,Billy Stanlake,4-11-1994,lhb,rf,left-hand bat,right-arm fast,bowler
78923,TD Agarwal,P,Tanmay Agarwal,3-5-1995,lhb,lbg,left-hand bat,legbreak googly,opening batter
70846,C Bishnoi,P,Chaitanya Bishnoi,25-8-1994,lhb,sla,left-hand bat,slow left-arm orthodox,batting allrounder
70637,Kshitiz Sharma,P,Kshitiz Sharma,21-4-1990,rhb,ob,right-hand bat,right-arm offbreak,top-order batter
73505,Monu Kumar,P,Monu Kumar,5-11-1994,rhb,rm,right-hand bat,right-arm medium,bowling allrounder
81131,KK Seth,P,Kanishk Seth,4-11-1997,rhb,lm,right-hand bat,left-arm medium,allrounder
68885,DR Shorey,P,Dhruv Shorey,5-6-1992,rhb,ob,right-hand bat,right-arm offbreak,top-order batter
67090,CJ Dala,P,Junior Dala,29-12-1989,rhb,rm,right-hand bat,right-arm medium,bowler
89165,S Lamichhane,P,Sandeep Lamichhane,2-8-2000,rhb,lbg,right-hand bat,legbreak googly,bowler
96411,Manjot Kalra,P,Manjot Kalra,15-1-1999,lhb,rab,left-hand bat,right-arm bowler,opening batter
45443,LE Plunkett,P,Liam Plunkett,6-4-1985,rhb,rf,right-hand bat,right-arm fast,bowler
72565,BJ Dwarshuis,P,Ben Dwarshuis,23-6-1994,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
96443,Manzoor Dar,P,Manzoor Dar,1-11-1993,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
53990,CS Delport,P,Cameron Delport,12-5-1989,lhb,rm,left-hand bat,right-arm medium,top-order batter
49035,JPR Scantlebury-Searles,P,Javon Searles,21-12-1986,rhb,rfm,right-hand bat,right-arm fast-medium,bowling allrounder
75843,SR Lumba,P,Sharad Lumba,10-9-1989,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
80615,MD Nidheesh,P,MD Nidheesh,5-5-1991,rhb,rm,right-hand bat,right-arm medium,bowler
96419,Tajinder Singh,P,Tajinder Singh,25-5-1992,rhb,ob,right-hand bat,right-arm offbreak,allrounder
101475,AV Birla,P,Aryaman Birla,9-7-1997,lhb,sla,left-hand bat,slow left-arm orthodox,opening batter
64741,P Chopra,P,Prashant Chopra,7-10-1992,rhb,lbg,right-hand bat,legbreak googly,opening batter
8579,Jatin S Saxena,P,Jatin Saxena,4-8-1982,rhb,lb,right-hand bat,legbreak,top-order batter
101751,S Midhun,P,Sudhesan Midhun,7-10-1994,rhb,lbg,right-hand bat,legbreak googly,bowler
53268,DJM Short,P,D'Arcy Short,9-8-1990,lhb,lws,left-hand bat,left-arm wrist-spin,opening batter
67586,IS Sodhi,P,Ish Sodhi,31-10-1992,rhb,lb,right-hand bat,legbreak,bowler
74917,Zahir Khan,P,Zahir Khan,20-12-1998,lhb,lws,left-hand bat,left-arm wrist-spin,bowler
60527,PU Deshpande,P,Pavan Deshpande,16-9-1989,lhb,ob,left-hand bat,right-arm offbreak,allrounder
60508,AA Joshi,P,Aniruddha Joshi,7-11-1987,rhb,ob,right-hand bat,right-arm offbreak,middle-order batter
63518,M Hassan,P,Mehdi Hassan,3-2-1990,lhb,sla,left-hand bat,slow left-arm orthodox,bowler
66844,SC Kuggeleijn,P,Scott Kuggeleijn,3-1-1992,rhb,rfm,right-hand bat,right-arm fast-medium,bowling allrounder
68671,B Ayyappa,P,Bandaru Ayyappa,27-10-1992,rhb,rm,right-hand bat,right-arm medium,bowler
72509,KMA Paul,P,Keemo Paul,21-2-1998,rhb,rfm,right-hand bat,right-arm fast-medium,allrounder
96786,AC Ayachi,P,Agnivesh Ayachi,15-6-1995,rhb,rm,right-hand bat,right-arm medium,bowler
58253,GC Viljoen,P,Hardus Viljoen,6-3-1989,rhb,rf,right-hand bat,right-arm fast,bowler
46925,JL Denly,P,Joe Denly,16-3-1986,rhb,lb,right-hand bat,legbreak,top-order batter
49441,HF Gurney,P,Harry Gurney,25-10-1986,rhb,lfm,right-hand bat,left-arm fast-medium,bowler
101217,Y Prithvi Raj,P,Prithvi Raj,20-2-1998,lhb,lm,left-hand bat,left-arm medium,bowler
58511,BE Hendricks,P,Beuran Hendricks,8-6-1990,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
71811,PP Jaiswal,P,Pankaj Jaswal,20-9-1995,rhb,rm,right-hand bat,right-arm medium,bowler
67459,SS Ranjane,P,Shubham Ranjane,26-3-1994,rhb,rm,right-hand bat,right-arm medium,allrounder
84225,O Thomas,P,Oshane Thomas,18-2-1997,lhb,rf,left-hand bat,right-arm fast,bowler
79631,Himmat Singh,P,Himmat Singh,8-11-1996,rhb,ob,right-hand bat,right-arm offbreak,batter
62181,Milind Kumar,P,Milind Kumar,15-2-1991,rhb,ob,right-hand bat,right-arm offbreak,allrounder
103589,P Ray Barman,P,Prayas Ray Barman,25-10-2002,rhb,lbg,right-hand bat,legbreak googly,bowler
54314,AT Carey,P,Alex Carey,27-8-1991,lhb,,left-hand bat,,wicketkeeper batter
64443,SS Cottrell,P,Sheldon Cottrell,19-8-1989,rhb,lfm,right-hand bat,left-arm fast-medium,bowler
82071,T Banton,P,Tom Banton,11-11-1998,rhb,,right-hand bat,,wicketkeeper batter
78281,CJ Green,P,Chris Green,1-10-1993,rhb,ob,right-hand bat,right-arm offbreak,bowling allrounder
85811,Ali Khan,P,Ali Khan,13-12-1990,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
106875,DR Deshmukh,P,Digvijay Deshmukh,12-4-1998,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
107083,Prince Balwant Rai,P,Prince Balwant Rai,5-5-1999,rhb,lbg,right-hand bat,legbreak googly,allrounder
101339,JR Philippe,P,Josh Philippe,1-6-1997,rhb,,right-hand bat,,wicketkeeper batter
54460,I Udana,P,Isuru Udana,17-2-1988,rhb,lmf,right-hand bat,left-arm medium-fast,allrounder
60866,BP Sandeep,P,Bavanaka Sandeep,25-4-1992,lhb,sla,left-hand bat,slow left-arm orthodox,batter
75321,Virat Singh,P,Virat Singh,8-12-1997,lhb,lbg,left-hand bat,legbreak googly,top-order batter
101781,MH Reddy,P,Harishankar Reddy,2-6-1998,rhb,rm,right-hand bat,right-arm medium,bowler
68063,LI Meriwala,P,Lukman Meriwala,11-12-1991,lhb,lfm,left-hand bat,left-arm fast-medium,bowler
66110,RB Kalaria,P,Roosh Kalaria,16-1-1993,rhb,lm,right-hand bat,left-arm medium,bowler
96614,Utkarsh Singh,P,Utkarsh Singh,7-5-1998,lhb,ob,left-hand bat,right-arm offbreak,allrounder
49309,DJ Malan,P,Dawid Malan,3-9-1987,lhb,lb,left-hand bat,legbreak,top-order batter
71379,GHS Garton,P,George Garton,15-4-1997,lhb,lf,left-hand bat,left-arm fast,bowling allrounder
87471,Mohammed Azharuddeen,P,Mohammed Azharuddeen,22-3-1994,rhb,,right-hand bat,,wicketkeeper batter
117735,C Andre Siddarth,P,C Andre Siddarth,28-8-2006,rhb,,right-hand bat,,batter
113588,RS Ghosh,P,Ramakrishna Ghosh,28-8-1997,rhb,rmf,right-hand bat,right-arm medium-fast,bowling allrounder
118446,A Mhatre,P,Ayush Mhatre,16-7-2007,rhb,ob,right-hand bat,right-arm offbreak,batting allrounder
116608,V Bedi,P,Vansh Bedi,23-12-2002,rhb,,right-hand bat,,wicketkeeper batter
109636,Gurjapneet Singh,P,Gurjapneet Singh,8-11-1998,rhb,lmf,right-hand bat,left-arm medium-fast,bowler
65029,J Overton,P,Jamie Overton,10-4-1994,rhb,rf,right-hand bat,right-arm fast,bowling allrounder
115454,L Manvanth Kumar,P,Manvanth Kumar,11-1-2004,lhb,rfm,left-hand bat,right-arm fast-medium,allrounder
118247,V Nigam,P,Vipraj Nigam,28-7-2004,rhb,lb,right-hand bat,legbreak,bowler
103792,Sediqullah Atal,P,Sediqullah Atal,12-8-2001,lhb,,left-hand bat,,opening batter
118949,M Tiwari,P,Madhav Tiwari,28-9-2003,rhb,rmf,right-hand bat,right-arm medium-fast,allrounder
111006,T Vijay,P,Tripurana Vijay,5-9-2001,rhb,ob,right-hand bat,right-arm offbreak,bowler
79163,Karim Janat,P,Karim Janat,11-8-1998,rhb,rm,right-hand bat,right-arm medium,batting allrounder
70888,BKG Mendis,P,Kusal Mendis,2-2-1995,rhb,lb,right-hand bat,legbreak,wicketkeeper batter
118924,Shivam Shukla,P,Shivam Shukla,11-12-1995,rhb,lb,right-hand bat,legbreak,
69418,MP Breetzke,P,Matthew Breetzke,3-11-1998,rhb,,right-hand bat,,batter
104792,Y Chaudhary,P,Yuvraj Chaudhary,6-10-2001,lhb,sla,left-hand bat,slow left-arm orthodox,batting allrounder
107211,W O'Rourke,P,Will O’Rourke,6-8-2001,rhb,rf,right-hand bat,right-arm fast,bowler
114295,Prince Yadav,P,Prince Yadav,12-12-2001,rhb,rf,right-hand bat,right-arm fast,bowler
118980,DS Rathi,P,Digvesh Rathi,15-12-1999,rhb,lb,right-hand bat,legbreak,bowler
78229,KIC Asalanka,P,Charith Asalanka,29-6-1997,lhb,ob,left-hand bat,right-arm offbreak,batting allrounder
106971,Ashwani Kumar,P,Ashwani Kumar,29-8-2001,lhb,lm,left-hand bat,left-arm medium,bowler
116443,BJ Jacobs,P,Bevon Jacobs,6-5-2002,rhb,rm,right-hand bat,right-arm medium,middle-order batter
115469,PVSN Raju,P,Satyanarayana Raju,10-7-1999,rhb,rmf,right-hand bat,right-arm medium-fast,bowler
101287,RS Sharma,P,Raghu Sharma,11-3-1993,rhb,lb,right-hand bat,legbreak,bowler
77881,KL Shrijith,P,Krishnan Shrijith,12-8-1996,lhb,ob,left-hand bat,right-arm offbreak,wicketkeeper batter
118952,V Puthur,P,Vignesh Puthur,2-3-2001,rhb,lws,right-hand bat,left-arm wrist-spin,bowler
70498,RD Rickelton,P,Ryan Rickelton,11-7-1996,lhb,,left-hand bat,,wicketkeeper batter
104785,P Arya,P,Priyansh Arya,18-9-2001,lhb,ob,left-hand bat,right-arm offbreak,opening batter
112630,P Avinash,P,Pyla Avinash,7-7-2000,rhb,rmf,right-hand bat,right-arm medium-fast,batter
94319,XC Bartlett,P,Xavier Bartlett,17-12-1998,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
101340,AM Hardie,P,Aaron Hardie,7-1-1999,rhb,rmf,right-hand bat,right-arm medium-fast,allrounder
110975,Harnoor Singh,P,Harnoor Singh,30-1-2003,lhb,lb,left-hand bat,legbreak,batter
72093,JP Inglis,P,Josh Inglis,4-3-1995,rhb,,right-hand bat,,wicketkeeper batter
112065,Musheer Khan,P,Musheer Khan,27-2-2005,rhb,sla,right-hand bat,slow left-arm orthodox,allrounder
107399,MJ Owen,P,Mitchell Owen,16-9-2001,rhb,rm,right-hand bat,right-arm medium,middle-order batter
113697,Suryansh Shedge,P,Suryansh Shedge,29-1-2003,rhb,rmf,right-hand bat,right-arm medium-fast,batting allrounder
115301,LG Pretorius,P,Lhuan-dre Pretorius,27-3-2006,lhb,,left-hand bat,,wicketkeeper batter
116341,V Suryavanshi,P,Vaibhav Suryavanshi,27-3-2011,lhb,sla,left-hand bat,slow left-arm orthodox,batter
118258,Abhinandan Singh,P,Abhinandan Singh,30-3-1997,rhb,rmf,right-hand bat,right-arm medium-fast,bowler
80845,B Muzarabani,P,Blessing Muzarabani,2-10-1996,rhb,rfm,right-hand bat,right-arm fast-medium,bowler
105968,JG Bethell,P,Jacob Bethell,23-10-2003,lhb,sla,left-hand bat,slow left-arm orthodox,batting allrounder
107515,HS Dubey,P,Harsh Dubey,23-7-2002,lhb,sla,left-hand bat,slow left-arm orthodox,bowling allrounder
111717,E Malinga,P,Eshan Malinga,4-2-2001,lhb,rfm,left-hand bat,right-arm fast-medium,bowler
78233,PHKD Mendis,P,Kamindu Mendis,30-9-1998,lhb,"ob,sla",left-hand bat,"right-arm offbreak,slow left-arm orthodox",allrounder
116417,AU Verma,P,Aniket Verma,5-2-2002,rhb,rmf,right-hand bat,right-arm medium-fast,batter
87573,Zeeshan Ansari,P,Zeeshan Ansari,16-12-1999,rhb,lbg,right-hand bat,legbreak googly,bowler
69920,BA Carse,P,Brydon Carse,31-7-1995,rhb,rfm,right-hand bat,right-arm fast-medium,bowling allrounder
74351,PWA Mulder,P,Wiaan Mulder,19-2-1998,rhb,rm,right-hand bat,right-arm medium,allrounder
112905,R Smaran,P,Ravichandran Smaran,5-5-2003,lhb,ob,left-hand bat,right-arm offbreak,batter
63577,HS Sharath,P,HS Sharath,6-2-1993,rhb,rm,right-hand bat,right-arm medium,bowler
53978,Karanveer Singh,P,Karanveer Singh,8-11-1987,rhb,lbg,right-hand bat,legbreak googly,
75249,Shivam Sharma,P,Shivam Sharma,9-9-1993,rhb,ob,right-hand bat,right-arm offbreak,
61488,SS Mondal,P,Sayan Mondal,10-11-1989,lhb,rm,left-hand bat,right-arm medium,
59118,BR Dunk,P,Ben Dunk,11-3-1987,lhb,ob,left-hand bat,right-arm offbreak,wicketkeeper batter
53391,K Santokie,P,Krishmar Santokie,20-12-1984,lhb,lm,left-hand bat,left-arm medium,bowler
55245,NJ Maddinson,P,Nic Maddinson,21-12-1991,lhb,sla,left-hand bat,slow left-arm orthodox,opening batter
45253,BRM Taylor,P,Brendan Taylor,6-2-1986,rhb,ob,right-hand bat,right-arm offbreak,wicketkeeper batter
81301,KK Jiyas,P,KK Jiyas,21-10-1991,rhb,lws,right-hand bat,left-arm wrist-spin,bowler
66143,DJ Muthuswami,P,Domnic Muthuswami,9-3-1981,rhb,rm,right-hand bat,right-arm medium,
64707,GS Sandhu,P,Gurinder Sandhu,14-6-1993,lhb,rfm,left-hand bat,right-arm fast-medium,bowler
12716,YA Golwalkar,P,Yogesh Golwalkar,13-2-1980,lhb,lb,left-hand bat,legbreak,
75799,AN Garhwal,P,Aditya Garhwal,15-4-1996,rhb,lbg,right-hand bat,legbreak googly,
68883,VP Rawal,P,Vaibhav Rawal,9-11-1991,lhb,lbg,left-hand bat,legbreak googly,middle-order batter
81273,SV Trivedi,P,Sagar Trivedi,20-10-1991,lhb,rm,left-hand bat,right-arm medium,
63458,SA Bhavane,P,Shishir  Bhavane,24-9-1991,lhb,ob,left-hand bat,right-arm offbreak,top-order batter
